Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
306,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19845.50,19824.25,5/7/2025 11:43:42 AM,5/7/2025 11:47:25 AM,,,$42.50,$2729.50,$0.00,$42.50,$42.50,$0.00,0,
307,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,19846.75,19816.00,5/7/2025 11:43:44 AM,5/7/2025 11:47:46 AM,MNQ_VIXSell_638822150243052627,MNQ_Target_9d48ddbc-d963-4a50-8c58-6bb689f7f33b,$61.50,$2791.00,$0.00,$18.50,$61.50,$0.00,25,
308,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19817.00,19797.50,5/7/2025 11:47:46 AM,5/7/2025 11:48:45 AM,,MNQ_Target_f94ab810-3959-41d7-8655-64e999b3e39d,$39.00,$2830.00,$0.00,$39.00,$39.00,$0.00,0,
309,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19817.00,19797.50,5/7/2025 11:47:46 AM,5/7/2025 11:48:45 AM,MNQ_VIXSell_638822152650011732,,$39.00,$2869.00,$0.00,$16.00,$39.00,$0.00,0,
310,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,19817.00,19797.50,5/7/2025 11:47:46 AM,5/7/2025 11:48:45 AM,MNQ_VIXSell_638822152650021883,MNQ_Target_8c26ab69-aedc-49d9-bbdb-75ced1e6f608,$39.00,$2908.00,$0.00,$16.00,$39.50,$0.50,7,
311,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19840.50,19819.00,5/7/2025 11:55:03 AM,5/7/2025 12:22:32 PM,,,$43.00,$2951.00,$0.00,$43.00,$43.00,$0.00,0,
312,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19840.50,19819.00,5/7/2025 11:55:03 AM,5/7/2025 12:22:32 PM,MNQ_VIXSell_638822157033032180,,$43.00,$2994.00,$0.00,$38.00,$43.50,$0.50,0,
313,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19859.00,19819.00,5/7/2025 12:20:02 PM,5/7/2025 12:22:32 PM,MNQ_ScaleIn_638822157038434491,MNQ_Target_ba089be7-c59e-430f-8ae9-4864409fb9c8,$80.00,$3074.00,$0.00,$1.00,$80.50,$0.50,16,
314,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19859.00,19819.00,5/7/2025 12:20:02 PM,5/7/2025 12:22:32 PM,,MNQ_Target_ba089be7-c59e-430f-8ae9-4864409fb9c8,$80.00,$3154.00,$0.00,$80.00,$80.00,$0.00,0,
315,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,19841.50,19819.25,5/7/2025 11:55:05 AM,5/7/2025 12:22:32 PM,MNQ_VIXSell_638822157045852795,MNQ_Target_5fac13b7-f5fa-4c2b-8562-0340607cdedb,$44.50,$3198.50,$0.00,$36.00,$46.00,$1.50,166,
316,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,19841.75,19810.00,5/7/2025 11:55:06 AM,5/7/2025 12:23:26 PM,MNQ_VIXSell_638822157054260102,MNQ_Target_0ebbbb6e-2cbe-4492-beac-e240b5d1280a,$63.50,$3262.00,$0.00,$35.50,$63.50,$0.00,171,
317,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19863.75,19893.00,5/7/2025 12:44:03 PM,5/7/2025 12:54:04 PM,,MNQ_Stop_720c27a9-242b-420f-99eb-010bcd288776,($58.50),$3203.50,$0.00,$58.50,$58.50,$117.00,0,
318,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19863.75,19893.00,5/7/2025 12:44:03 PM,5/7/2025 12:54:04 PM,MNQ_VIXSell_638822186430058824,MNQ_Stop_720c27a9-242b-420f-99eb-010bcd288776,($58.50),$3145.00,$0.00,$58.50,$5.50,$64.00,61,
319,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19878.25,19893.00,5/7/2025 12:48:09 PM,5/7/2025 12:54:04 PM,MNQ_ScaleIn_638822186441377627,,($29.50),$3115.50,$0.00,$29.50,$29.00,$58.50,0,
320,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19878.25,19893.00,5/7/2025 12:48:09 PM,5/7/2025 12:54:04 PM,,,($29.50),$3086.00,$0.00,$29.50,$29.50,$59.00,0,
321,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,19864.00,19893.75,5/7/2025 12:44:04 PM,5/7/2025 12:54:06 PM,MNQ_VIXSell_638822186431113603,MNQ_Stop_2dd948b7-20a5-4390-8580-6530f587efdc,($59.50),$3026.50,$0.00,$59.50,$6.00,$65.50,61,
322,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,19878.75,19893.75,5/7/2025 12:48:09 PM,5/7/2025 12:54:06 PM,MNQ_ScaleIn_638822186449343412,MNQ_Stop_2dd948b7-20a5-4390-8580-6530f587efdc,($30.00),$2996.50,$0.00,$30.00,$30.00,$60.00,37,
323,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,19864.25,19894.00,5/7/2025 12:44:03 PM,5/7/2025 12:54:08 PM,MNQ_VIXSell_638822186430886286,MNQ_Stop_96e35f91-b73e-4289-9fd4-94bad5ddc9b7,($59.50),$2937.00,$0.00,$59.50,$6.50,$66.00,61,
324,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,19879.00,19894.00,5/7/2025 12:48:11 PM,5/7/2025 12:54:08 PM,MNQ_ScaleIn_638822186445797407,MNQ_Stop_96e35f91-b73e-4289-9fd4-94bad5ddc9b7,($30.00),$2907.00,$0.00,$30.00,$30.50,$60.50,37,
325,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19889.25,19912.00,5/7/2025 12:56:05 PM,5/7/2025 1:12:07 PM,MNQ_VIXSell_638822193651310961,MNQ_Stop_f4b07d9b-f3af-40f5-9a42-0e88a5bdf45b,($45.50),$2861.50,$0.00,$45.50,$1.50,$47.00,97,
326,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19889.25,19912.00,5/7/2025 12:56:05 PM,5/7/2025 1:12:07 PM,,MNQ_Stop_f4b07d9b-f3af-40f5-9a42-0e88a5bdf45b,($45.50),$2816.00,$0.00,$45.50,$45.50,$91.00,0,
327,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19900.75,19912.00,5/7/2025 12:56:45 PM,5/7/2025 1:12:07 PM,,,($22.50),$2793.50,$0.00,$22.50,$22.50,$45.00,0,
328,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19900.75,19912.00,5/7/2025 12:56:45 PM,5/7/2025 1:12:07 PM,MNQ_ScaleIn_638822193657275216,,($22.50),$2771.00,$0.00,$22.50,$22.00,$44.50,0,
329,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,19891.75,19914.50,5/7/2025 12:56:10 PM,5/7/2025 1:13:28 PM,MNQ_VIXSell_638822193700612871,MNQ_Stop_84359cea-2fd2-4bbc-b922-f3ae897620d3,($45.50),$2725.50,$0.00,$45.50,$4.00,$49.50,104,
330,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,19903.00,19914.50,5/7/2025 12:56:51 PM,5/7/2025 1:13:28 PM,MNQ_ScaleIn_638822193710682164,MNQ_Stop_84359cea-2fd2-4bbc-b922-f3ae897620d3,($23.00),$2702.50,$0.00,$23.00,$26.50,$49.50,100,
331,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,19892.00,19914.50,5/7/2025 12:56:10 PM,5/7/2025 1:13:28 PM,MNQ_VIXSell_638822193700602858,MNQ_Stop_c5ee8989-325b-4e18-a000-f5a2dc63016b,($45.00),$2657.50,$0.00,$45.00,$4.50,$49.50,104,
332,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,19903.25,19914.50,5/7/2025 12:56:51 PM,5/7/2025 1:13:28 PM,MNQ_ScaleIn_638822193706197480,MNQ_Stop_c5ee8989-325b-4e18-a000-f5a2dc63016b,($22.50),$2635.00,$0.00,$22.50,$27.00,$49.50,100,
333,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19920.25,19907.25,5/7/2025 1:15:06 PM,5/7/2025 1:17:42 PM,,,$26.00,$2661.00,$0.00,$26.00,$26.00,$0.00,0,
334,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19920.25,19907.25,5/7/2025 1:15:06 PM,5/7/2025 1:17:42 PM,MNQ_VIXSell_638822205063461181,MNQ_Target_eb72c8e6-f311-4dbe-adde-0964ac2adf10,$26.00,$2687.00,$0.00,$3.00,$26.00,$0.00,17,
335,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,19913.75,19900.75,5/7/2025 1:15:32 PM,5/7/2025 1:19:59 PM,MNQ_VIXSell_638822205316755705,MNQ_Target_b4bd37fd-6c39-415e-b334-03e623de8915,$26.00,$2713.00,$0.00,$16.00,$26.00,$0.00,27,
336,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,19913.25,19894.50,5/7/2025 1:15:32 PM,5/7/2025 1:20:03 PM,MNQ_VIXSell_638822205316765907,MNQ_Target_e97f9115-b68a-448f-8164-1db3434465c9,$37.50,$2750.50,$0.00,$17.00,$37.50,$0.00,28,
337,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19894.25,19880.75,5/7/2025 1:20:04 PM,5/7/2025 1:21:29 PM,,,$27.00,$2777.50,$0.00,$27.00,$27.00,$0.00,0,
338,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19894.25,19880.75,5/7/2025 1:20:04 PM,5/7/2025 1:21:29 PM,MNQ_VIXSell_638822208036827350,MNQ_Target_a3f04fe2-a4b3-4cec-a837-2e9d61665791,$27.00,$2804.50,$0.00,$10.00,$27.00,$0.00,5,
339,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,19908.00,19891.50,5/7/2025 1:26:03 PM,5/7/2025 1:33:13 PM,MNQ_VIXSell_638822211630925436,MNQ_Target_3f2b6496-b4e0-45b6-b350-1f999a8a0f91,$33.00,$2837.50,$0.00,$0.50,$33.00,$0.00,0,
340,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19907.75,19891.25,5/7/2025 1:26:03 PM,5/7/2025 1:33:14 PM,MNQ_VIXSell_638822211630913613,,$33.00,$2870.50,$0.00,$1.00,$33.00,$0.00,0,
341,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19907.75,19891.25,5/7/2025 1:26:03 PM,5/7/2025 1:33:14 PM,,MNQ_Target_72fb7225-b748-4645-b98b-e3866c3a259d,$33.00,$2903.50,$0.00,$33.00,$33.00,$0.00,0,
342,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,19908.00,19884.50,5/7/2025 1:26:03 PM,5/7/2025 1:35:16 PM,MNQ_VIXSell_638822211630925436,MNQ_Target_113990c7-1f50-4519-b511-f7490242623c,$47.00,$2950.50,$0.00,$0.00,$47.00,$0.00,0,
343,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20129.75,20131.75,5/7/2025 11:16:33 PM,5/7/2025 11:17:27 PM,MNQ_VIXSell_638822565926677149,Close,($4.00),$2946.50,$0.00,$4.00,$4.50,$8.50,0,
344,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20128.75,20131.75,5/7/2025 11:16:38 PM,5/7/2025 11:17:27 PM,MNQ_ScaleIn_638822565932564944,Close,($6.00),$2940.50,$0.00,$6.00,$2.50,$8.50,0,
345,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20183.00,20196.50,5/8/2025 8:48:31 AM,5/8/2025 8:50:36 AM,MNQ_VIXSell_638822909108125983,MNQ_EXIT_638822910355553518,($27.00),$2913.50,$0.00,$27.00,$6.00,$33.00,13,
346,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20196.25,20185.25,5/8/2025 8:50:37 AM,5/8/2025 8:53:57 AM,MNQ_VIXBuy_638822910362920097,MNQ_EXIT_638822912360985410,($22.00),$2891.50,$0.00,$31.50,$13.00,$35.00,21,
347,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20182.75,20185.25,5/8/2025 8:52:19 AM,5/8/2025 8:53:57 AM,MNQ_ScaleIn_638822910367886899,MNQ_EXIT_638822912360985410,$5.00,$2896.50,$0.00,$4.50,$20.50,$15.50,11,
348,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20185.00,20187.75,5/8/2025 8:53:57 AM,5/8/2025 8:56:02 AM,MNQ_VIXSell_638822912368326283,MNQ_EXIT_638822913611961836,($5.50),$2891.00,$0.00,$9.00,$16.00,$21.50,14,
349,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20187.50,20176.00,5/8/2025 8:56:02 AM,5/8/2025 8:58:07 AM,MNQ_VIXBuy_638822913618993905,MNQ_EXIT_638822914868858160,($23.00),$2868.00,$0.00,$25.00,$1.00,$24.00,13,
350,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20175.75,20176.00,5/8/2025 8:56:22 AM,5/8/2025 8:58:07 AM,MNQ_ScaleIn_638822913623578712,MNQ_EXIT_638822914868858160,$0.50,$2868.50,$0.00,$1.50,$14.50,$14.00,11,
351,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20175.25,20176.00,5/8/2025 8:58:08 AM,5/8/2025 8:58:48 AM,MNQ_VIXSell_638822914875916986,Close,($1.50),$2867.00,$0.00,$10.50,$6.00,$7.50,0,
352,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,2,20113.25,20100.75,5/8/2025 9:39:23 AM,5/8/2025 9:39:56 AM,,Close,($50.00),$2817.00,$0.00,$62.00,$1.00,$51.00,0,
353,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20121.50,20116.25,5/8/2025 9:40:49 AM,5/8/2025 9:40:59 AM,,,$105.00,$2922.00,$0.00,$135.00,$115.00,$10.00,0,
354,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20115.00,20106.25,5/8/2025 9:41:16 AM,5/8/2025 9:41:18 AM,,,$17.50,$2939.50,$0.00,$0.00,$19.00,$1.50,0,
355,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20110.00,20107.25,5/8/2025 9:41:17 AM,5/8/2025 9:41:19 AM,,,$5.50,$2945.00,$0.00,$1.50,$9.00,$3.50,0,
356,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20119.00,20117.00,5/8/2025 10:02:00 AM,5/8/2025 10:02:10 AM,,,$4.00,$2949.00,$0.00,$11.50,$7.00,$3.00,0,
357,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,20100.75,20076.50,5/8/2025 10:05:04 AM,5/8/2025 10:08:03 AM,MNQ_VIXSell_638822955037445500,MNQ_Target_f7bfcc78-bc83-495e-b5a5-5d6749427cd7,$48.50,$2997.50,$0.00,$9.50,$52.00,$3.50,19,
358,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20091.75,20072.75,5/8/2025 10:05:53 AM,5/8/2025 10:08:06 AM,MNQ_VIXSell_638822955527106321,MNQ_Target_e3caa732-664d-4e29-b9c8-47730a15e053,$38.00,$3035.50,$0.00,$14.50,$39.00,$1.00,14,
359,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,20102.75,20068.25,5/8/2025 10:05:03 AM,5/8/2025 10:08:16 AM,MNQ_VIXSell_638822955027425711,MNQ_Target_881a2290-d8a6-4131-b590-ed65af62f26b,$69.00,$3104.50,$0.00,$5.50,$69.00,$0.00,20,
360,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20063.75,20092.75,5/8/2025 10:23:09 AM,5/8/2025 10:28:00 AM,MNQ_VIXSell_638822965884629729,StopCancelClose,($58.00),$3046.50,$0.00,$59.50,$40.00,$98.00,0,
361,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20093.25,20092.50,5/8/2025 10:28:00 AM,5/8/2025 10:28:00 AM,MNQ_ScaleIn_638822965889281825,StopCancelClose,$1.50,$3048.00,$0.00,$0.00,$2.00,$0.50,1,
362,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20091.25,20064.00,5/8/2025 10:29:16 AM,5/8/2025 10:37:18 AM,MNQ_VIXSell_638822969556090654,MNQ_Target_263ae087-4e26-4b69-9710-885b9f7a796c,$54.50,$3102.50,$0.00,$52.50,$54.50,$0.00,49,
363,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20092.00,20064.00,5/8/2025 10:31:01 AM,5/8/2025 10:37:18 AM,MNQ_ScaleIn_638822969560764338,MNQ_Target_263ae087-4e26-4b69-9710-885b9f7a796c,$56.00,$3158.50,$0.00,$51.00,$56.00,$0.00,38,
364,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20058.25,20078.25,5/8/2025 10:37:24 AM,5/8/2025 10:51:51 AM,MNQ_VIXSell_638822974439436804,MNQ_Stop_cc1debcf-a09e-4901-8b1c-1ebec412e44f,($40.00),$3118.50,$0.00,$52.00,$47.00,$87.00,88,
365,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20083.25,20078.25,5/8/2025 10:41:03 AM,5/8/2025 10:51:51 AM,MNQ_ScaleIn_638822974443746571,MNQ_Stop_cc1debcf-a09e-4901-8b1c-1ebec412e44f,$10.00,$3128.50,$0.00,$2.00,$97.00,$87.00,66,
366,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,20062.75,20081.75,5/8/2025 10:23:08 AM,5/8/2025 10:52:01 AM,MNQ_VIXSell_638822965874173749,MNQ_Stop_1e1e5dc6-219f-43ac-b016-d6f79691de05,($38.00),$3090.50,$0.00,$109.50,$56.00,$94.00,175,
367,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,20092.25,20081.75,5/8/2025 10:27:33 AM,5/8/2025 10:52:01 AM,MNQ_ScaleIn_638822965878936476,MNQ_Stop_1e1e5dc6-219f-43ac-b016-d6f79691de05,$21.00,$3111.50,$0.00,$50.50,$115.00,$94.00,148,
368,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,20063.50,20082.75,5/8/2025 10:23:07 AM,5/8/2025 10:52:01 AM,MNQ_VIXSell_638822965864115902,MNQ_Stop_9c569774-1179-4925-9fde-ddb764f81e2c,($38.50),$3073.00,$0.00,$108.00,$57.50,$96.00,175,
369,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,20093.00,20082.75,5/8/2025 10:28:00 AM,5/8/2025 10:52:01 AM,MNQ_ScaleIn_638822965868594179,MNQ_Stop_9c569774-1179-4925-9fde-ddb764f81e2c,$20.50,$3093.50,$0.00,$49.00,$116.50,$96.00,145,
370,NQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,20057.25,20040.25,5/8/2025 10:53:43 AM,5/8/2025 10:53:48 AM,,,$340.00,$3433.50,$0.00,$0.00,$410.00,$70.00,0,
371,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20015.25,20010.00,5/8/2025 10:54:35 AM,5/8/2025 10:54:45 AM,,,$105.00,$3538.50,$0.00,$75.00,$170.00,$65.00,0,
372,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Long,1,19985.00,19991.00,5/8/2025 10:55:39 AM,5/8/2025 10:55:44 AM,,,$12.00,$3550.50,$0.00,$8.00,$17.50,$5.50,0,
373,NQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Long,1,19988.00,19994.75,5/8/2025 10:56:08 AM,5/8/2025 10:56:11 AM,,,$135.00,$3685.50,$0.00,$25.00,$140.00,$5.00,0,
374,NQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Long,1,20009.25,19996.75,5/8/2025 10:56:39 AM,5/8/2025 10:56:57 AM,,,($250.00),$3435.50,$0.00,$250.00,$10.00,$260.00,0,
375,NQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Long,1,20000.50,20013.00,5/8/2025 10:57:04 AM,5/8/2025 10:57:09 AM,,,$250.00,$3685.50,$0.00,$10.00,$295.00,$45.00,0,
376,NQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Long,1,20027.75,20018.00,5/8/2025 10:58:12 AM,5/8/2025 10:58:41 AM,,,($195.00),$3490.50,$0.00,$195.00,$100.00,$295.00,0,
377,NQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,20029.75,20008.75,5/8/2025 10:59:10 AM,5/8/2025 10:59:22 AM,,,$420.00,$3910.50,$0.00,$40.00,$575.00,$155.00,0,
378,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,20060.00,20101.25,5/8/2025 11:10:04 AM,5/8/2025 11:18:44 AM,MNQ_VIXSell_638822994033796411,MNQ_Stop_8f0e6cb5-b5d8-4b49-9f1c-d5f0dc05e948,($82.50),$3828.00,$0.00,$84.50,$11.00,$93.50,53,
379,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,20080.75,20101.25,5/8/2025 11:14:03 AM,5/8/2025 11:18:44 AM,MNQ_ScaleIn_638822994038349422,MNQ_Stop_8f0e6cb5-b5d8-4b49-9f1c-d5f0dc05e948,($41.00),$3787.00,$0.00,$43.00,$12.00,$53.00,29,
380,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20060.00,20101.25,5/8/2025 11:10:07 AM,5/8/2025 11:18:44 AM,MNQ_VIXSell_638822994064257929,MNQ_Stop_db21ff3c-7943-4692-b158-66a592e165b2,($82.50),$3704.50,$0.00,$82.50,$11.00,$93.50,53,
381,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20080.75,20101.25,5/8/2025 11:14:03 AM,5/8/2025 11:18:44 AM,MNQ_ScaleIn_638822994069827208,MNQ_Stop_db21ff3c-7943-4692-b158-66a592e165b2,($41.00),$3663.50,$0.00,$41.00,$12.00,$53.00,29,
382,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,20059.75,20101.25,5/8/2025 11:10:05 AM,5/8/2025 11:18:44 AM,MNQ_VIXSell_638822994043870015,MNQ_Stop_67a11a68-59a8-4dc0-80e1-748d8a14ef6b,($83.00),$3580.50,$0.00,$83.00,$10.50,$93.50,53,
383,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,20080.50,20101.25,5/8/2025 11:14:02 AM,5/8/2025 11:18:44 AM,MNQ_ScaleIn_638822994048040238,MNQ_Stop_67a11a68-59a8-4dc0-80e1-748d8a14ef6b,($41.50),$3539.00,$0.00,$41.50,$11.50,$53.00,29,
384,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20123.25,20152.75,5/8/2025 11:22:09 AM,5/8/2025 11:24:52 AM,MNQ_VIXSell_638823001281416470,StopCancelClose,($59.00),$3480.00,$0.00,$61.00,$5.00,$64.00,18,
385,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20153.50,20152.75,5/8/2025 11:24:52 AM,5/8/2025 11:24:52 AM,MNQ_ScaleIn_638823001285792203,StopCancelClose,$1.50,$3481.50,$0.00,$1.00,$3.50,$2.00,1,
386,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,20123.00,20184.50,5/8/2025 11:22:08 AM,5/8/2025 11:28:23 AM,MNQ_VIXSell_638823001271396584,MNQ_Stop_921ee609-b653-4906-a260-6c92fa3039ed,($123.00),$3358.50,$0.00,$123.00,$4.50,$127.50,39,
387,MNQ JUN25,EXPRESSMay213529590!TopstepTrader!TopstepTrader,,Short,1,20153.25,20184.75,5/8/2025 11:24:51 AM,5/8/2025 11:28:23 AM,MNQ_ScaleIn_638823001276091274,MNQ_Stop_921ee609-b653-4906-a260-6c92fa3039ed,($63.00),$3295.50,$0.00,$63.00,$6.50,$69.50,22,
388,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,20124.00,20184.75,5/8/2025 11:22:07 AM,5/8/2025 11:28:27 AM,MNQ_VIXSell_638823001260967086,MNQ_Stop_9e28bb3d-24a3-4c3a-8728-05d761abade8,($121.50),$3174.00,$0.00,$121.50,$6.50,$128.00,39,
389,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,20154.25,20184.75,5/8/2025 11:24:53 AM,5/8/2025 11:28:27 AM,MNQ_ScaleIn_638823001265815267,MNQ_Stop_9e28bb3d-24a3-4c3a-8728-05d761abade8,($61.00),$3113.00,$0.00,$61.00,$8.50,$69.50,22,
390,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20160.00,20205.25,5/8/2025 11:25:24 AM,5/8/2025 11:29:48 AM,MNQ_VIXSell_638823003234721071,MNQ_Stop_46bae1f5-fcad-42e5-a229-d54570a9132d,($90.50),$3022.50,$0.00,$90.50,$20.00,$110.50,27,
391,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20182.50,20205.25,5/8/2025 11:28:21 AM,5/8/2025 11:29:48 AM,MNQ_ScaleIn_638823003239434528,MNQ_Stop_46bae1f5-fcad-42e5-a229-d54570a9132d,($45.50),$2977.00,$0.00,$45.50,$4.50,$50.00,9,
392,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20164.50,20156.25,5/8/2025 11:29:59 AM,5/8/2025 11:30:22 AM,,,$165.00,$3142.00,$0.00,$215.00,$380.00,$215.00,0,
393,MNQ JUN25,EXPRESSMay213529692!TopstepTrader!TopstepTrader,,Short,1,20148.75,20220.50,5/8/2025 11:30:33 AM,5/8/2025 11:40:01 AM,MNQ_VIXSell_638823006321280800,MNQ_Stop_702da80f-c2b4-46f8-923c-01c41ef708fd,($143.50),$2998.50,$0.00,$143.50,$3.00,$146.50,58,
